Raw,CD-RE,Polarity
"Dear Malaysia, nk ikut jejak langkah Amerika ke ? Seriously, what has happened to Malaysia ??? Please la, stop beinâ€¦ https://t.co/KncNQfo1Au",dear malaysia nak ikut jejak amerika serius berlaku malaysia sila stop bein langkah,-1
Now we have Malaysia's attention. We have to get the world's attention now because we all know if within Malaysia iâ€¦ https://t.co/vxLgrCgVt1,mempunyai perhatian malaysia mendapat perhatian dunia tahu malaysia i,-1
"Forget your race and religion, fight for what truly matters. #JusticeforGanapathy",lupakan bangsa agama memperjuangkan perkara benar benar penting,-1
"#JusticeforGanapathy 
#PDRMgagal",,0
"These racist f**kers 
#JusticeforGanapathy https://t.co/qCENFVTRED",f kers rasis,-1
@Visalini_ #JusticeforGanapathy,,0
"Hot Beauty Payal Rajput
@PayalRajput_ @PayalRajputFan @payalrajputK1 @1315payalrajput #PayalRajputâ€¦ https://t.co/hvGAvHqd36",rajput payal kecantikan panas,1
#JusticeforGanapathy âœŠðŸ¾âœŠðŸ¾âœŠðŸ¾,nada kulit gelap sederhana penumbuk menaikkan nada kulit gelap penumbuk menaikkan warna kulit gelap penumbuk,0
#JusticeforGanapathy,,0
"As I know, none of the rapist who raped their own daughters or sisters never died in police custody, but...but... iâ€¦ https://t.co/dQdUr3wG0c",tahu tidak ada perogol merogol anak perempuan saudara perempuan tidak mati tahanan polis,-1
#JusticeforGanapathy https://t.co/n3EeXoulfb,,0
"@501Awani @VICE @malaysiakini can anyone from any news outlet cover this issue?
#JusticeforGanapathyâ€¦ https://t.co/V7MUB1Z5nH",sesiapa sahaja saluran berita membuat liputan isu,0
#JusticeforGanapathy,,0
He wasn't involved in gangsterism and this has nothing to do with gangsterism. And that's why we're fighting for juâ€¦ https://t.co/QmipvE8bX2,tidak terlibat gangsterisme tidak ada kaitan gangsterisme berjuang untuk ju,0
"#JusticeforGanapathy 
#JusticeforGanapathy 
#JusticeforGanapathy 
#JusticeforGanapathy 
#JusticeforGanapathy",,0
"Us Malaysians need to support each other, regardless of our background, race, religion and belief.  #JusticeforGanapathy",malaysia perlu menyokong mengira latar belakang agama kepercayaan,1
Here's the good time to bring up the justice for those who kill by the police brutality in this country.â€¦ https://t.co/u6NHb4bU72,masa sesuai untuk bangkitkan keadilan membunuh kekejaman polis negara,-1
"#JusticeforGanapathy
#JusticeforGanapathy
#JusticeforGanapathy https://t.co/CRBB9xLHRZ",,0
@SyedSaddiq #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathyâ€¦ https://t.co/LIckoZpJQG,,0
@uniicorn23_ @__aaabby #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathyâ€¦ https://t.co/CC3OkwdqDY,,0
@Neelofa #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathyâ€¦ https://t.co/pxZEyN5uyV,,0
#JusticeforGanapathy ðŸ˜”ðŸ˜”,muka pensif muka termenung,0
#JusticeforGanapathy,,0
@aligatie #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathyâ€¦ https://t.co/CRP5GsRFo4,,0
#JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathy #JusticeforGanapathyâ€¦ https://t.co/oYVN6WpN1i,,0
"Custom Logo Animation for @sheakh_metul 
Need graphic related work? 
Just DM or order at https://t.co/BAdZHVXUZKâ€¦ https://t.co/N9QRs7V2PR",animasi logo suai untuk memerlukan kerja berkaitan grafik dm tertib,0
"#JusticeforGanapathy
#JusticeforGanapathy #JusticeforGanapathy",,0
"#JusticeforGanapathy
where is MIC PEMUDA?,RAJA KING,TAMIL ESWARAN ,NAVIN GOUNDER.oh ya they sibuk attacking non MIC NGO's.sorry to ask ya.",raja pemuda mikrofon menjinakkan eswaran navin gounder oh ya sibuk menyerang non mic ngo maaf untuk bertanya ya,0
"MALAYSIAN COME TOGETHER AND FIGHT FOR JUSTICE!
#JusticeforGanapathy https://t.co/MpL3VLJPdx",malaysian berkumpul memperjuangkan keadilan,1
#JusticeforGanapathy,,0
#JusticeforGanapathy,,0
"@FallonTonight @justinbieber @theroots #JusticeforGanapathy 
#JusticeforGanapathy
#JusticeforGanapathyâ€¦ https://t.co/XKPFZgf6WP",,0
"I criticized this fella a lot but this is an issue that I believe many politicians wouldn't want to talk about, butâ€¦ https://t.co/4u720nli5P",Saya mengkritik fella isu percaya ahli politik tidak mahu membincangkannya,-1
"@k_izzuddin Diorang faham I kecewa sbb I semangat gila study untuk UPSR, hari2 study hard. Pagi skolah, ptg klas tmâ€¦ https://t.co/Neio6lSU4p",diorang faham kecewa semangat i gila belajar untuk upsr hari2 belajar keras pagi skolah petang klas tm,-1
"@firthism Same here, I was bullied by my classmates in year 5(2014) and my father died that year, the next year isâ€¦ https://t.co/OAscEwKdIW",dibuli rakan sekelas tahun 5 2014 ayah meninggal tahun berikutnya,-1
kpm pikirla dlu pasal pt3 upsr smue bnde tu aku nk enjoy jgn petik pasal result dhla,kpm pikirla pasal pt3 upsr smue bnde nak enjoy petik pasal result dhla,-1
"Bermula dgn upsr 2A 2B 1C, tpi spm diakhiri dengan 8A 1B https://t.co/LoG6BEIQfl",upsr 2a 2b 1c spm diakhiri 8a 1b bermula,1
upsr repeat https://t.co/67qEkTXnuh,ulangan upsr,0
"UPSR dalam kenangan !!! 
1996...",upsr kenangan 1996,-1
"@k_izzuddin UPSR tahun 2009. Tak tahu mcm mana boleh dapat 5A, tak jangka pun. Sbb rasanya mmg tak struggle. Masa râ€¦ https://t.co/PXO08BFSFs",upsr tahun 2009 tahu tak 5a tak jangka rasanya mmg tak perjuangan masa r,1
UPSR is gone forever. Actually it's a bad idea by the government ðŸŒš,upsr hilang idea buruk kerajaan baru menghadapi bulan,-1
"UPSR 2011: 5A
Time ni cikgu aku macam tak percaya sebab aku dulu dikenali sebagai ratu tidur dalam kelasðŸ˜” https://t.co/htAltPkWWq",upsr 2011 5a time cikgu tak percaya percaya dikenali ratu tidur kelas pensive face,0
Sedihnya UPSR dah kena mansuh,sedihnya upsr kena mansuh,-1
"upsr mansuh , pt3 batal , spm dengan stpm tunda .",upsr mansuh pt3 batal spm stpm tunda,-1
"Comeback result trial UPSR, 
UPSR 2006 is 2A 2B 1C ðŸ˜¶ https://t.co/TYPSocpCly",percubaan hasil comeback upsr upsr 2006 wajah 2a 2b 1c mulut,1
Alhamdulillah time upsr laa boleh berlagak pandai hahah https://t.co/KSNNUkKbLQ,alhamdulillah time upsr laa berlagak pandai hahah,1
"UPSR sudah dimansuhkan.

Aku masih ingat lagi result UPSR aku tahun 1999.

2A 2B 1C",upsr dimansuhkan ingat hasil upsr tahun 1999 2a 2b 1c,-1
Alhamdulillah muka straight A's UPSR 2015 ! https://t.co/z0MlQvH7tv https://t.co/sO6V5TUftb,alhamdulillah muka straight a s upsr 2015,1
UPSR tinggal kenangan? Aku yang batch PTS sekejap lagi dah lama tinggal kenangan. Sampai skrg tak boleh lupa pernahâ€¦ https://t.co/lVfIOwomxJ,upsr tinggal kenangan batch pts sekejap kenangan tak lupa,-1
Sedih juga UPSR dimansuhkan. Aku batch terakhir UPSR 4 subjek. Dapat pula 4 A. Perghhh.,sedih upsr dimansuhkan batch upsr untuk subjek untuk perghhh,-1
Done merasa kena banding result UPSR. Tapi bukan aku la yg result teruk tu. Sepupu aku ðŸ¤£ðŸ¤£. Membe bangang makcik akuâ€¦ https://t.co/IRW2WUxQTz,done merasa kena banding result upsr result teruk sepupu rolling on the floor laughing rolling on the floor laugh membe bangang makaku cik,-1
"(1988-2020) upsr dalam kenangan, Al-Fatihah.",1988 2020 upsr kenangan al fatihah,-1
@ahmadbelia Zaman dulu ada upsr ke.,zaman ada upsr,0
"4A 1B, B sains sbb dulu benci sains. LastÂ² dh besar end up study Chemical Engineering in Bioprocess ðŸ¤£ Kenangan UPSRâ€¦ https://t.co/urchlukyBT",4a 1b sains benci sains last2 belajar kejuruteraan kimia bioproses bergulir lantai ketawa kenangan upsr,-1
(UPSR 2014) 2A 2B 1C. Batch tersakiti paling banyak repeat paper upsrðŸ˜ðŸ‘ https://t.co/Fll0t4HF3e,upsr 2014 2a 2b 1c batch tersakiti repeat paper upsr smiling face with heart eyes thumbs up,-1
UPSR dimansuhkan!?? Sia2 aku dapat straight A tapi adik2 sedara ngan anak2 buah aku tak tahu sebab zaman depa dh takde UPSRðŸ˜©,upsr dimansuhkan sia2 straight a adik2 sedara ngan anak2 buah tak tahu tak zaman depa takde upsr weary face,-1
"like, if we doesn't even get good results for upsr. not that we couldn't do well in sekolah menengah. aigoo https://t.co/K4GiA9l1Iw",tidak mendapat hasil baik untuk upsr tidak melakukannya baik sekolah menengah aigoo,1
@k_izzuddin trial 4A1B haha upsr syukurlah dapat 5A ðŸ˜‚,trial 4a1b haha upsr syukurlah 5a face with tears of joy,1
@hanifjamals Wow. Stress psal UPSR? Haha aku tak kisah pon pasal exam time aku skolah rendah dlu. Study pon idok .Râ€¦ https://t.co/0REeKH23iX,wow stress psal upsr haha tak pasal exam time skolah rendah study idok r,-1
Masa aku darjah 6 aku ada member baik nama danial gak. Boleh kata tiap2 minggu aku dgn dia gaduh dgn org. Cita2 nakâ€¦ https://t.co/lb6gmYprpS,masa darjah 6 ada member nama baik danial gak kata tiap2 minggu gaduh orang cita2 nak,0
"@seajaill EU NEM QUERIA ESSE VELHOTE, EU TAVA DANDO PULL DE ZOEIRA, mas agora vou upsr",eu nem queria esse velhote eu tava dando pull de zoeira mas agora vou upsr,0
Rindu pulak dengan UPSR ni.,rindu upsr,1
upsr je la last pandai,upsr sahaja pandai terakhir,-1
"3A 2B

3 kali percubaan skali je 4A1B yg lain semua 5A. Tpi sbbkn time tu nk acah2 rebel xnk kne anto prgi boardingâ€¦ https://t.co/rNNPaKffFk",3a 2b 3 kali percubaan skali sahaja 4a1b 5a sbbkn time nak acah2 rebel xnk kne anto prgi boarding,0
"@k_izzuddin 2000 UPSR SEKOLAH KEBANGSAAN SERI PAKA, TERENGGANU
2A 2B 1C
HAHAHA boleh la masa ni ngongoi nangis.. tuâ€¦ https://t.co/93lemyvwmE",2000 upsr kebangsaan sekolah seri paka terengganu 2a 2b 1c hahaha masa ngongoi nangis,-1
@dyanaufa1 @masfaizhakim Means there wont be upsr in the future,bermaksud tidak ada upsr masa,-1
berkat buat pembetulan semua soalan exam sains akhirnya upsr dpt B. https://t.co/fi4oLGdBxh,berkat pembetulan ujian sains upsr b,1
"UPSR - 4A
PT3 - 4A
SPM - 1A
Diploma - 2.93

Kesimpulannya asal aku makin bengap, tapi takpe lantak!! Mekasih Abi Umâ€¦ https://t.co/F0yXv70wSN",upsr 4a pt3 4a spm 1a diploma 2 93 kesimpulannya bengap takpe lanmekasih abi um,-1
"Upsr la zaman aku bijak, masuk sekolah menengah haram belajar ke mana hahahahahaha https://t.co/eT73SD8pX5",upsr zaman bijak masuk sekolah menengah haram belajar hahahahaha,1
upsr last i pandai. masuk smk terus... OUT https://t.co/y945YK85UC,upsr last i pandai masuk smk terus keluar,-1
@k_izzuddin 3A 2B (2006). But now buat phd. So i think upsr tak menentu kan segalanya just nak buat student rasa exam besar.,3a 2b 2006 phd jadi rasa upsr tak menentu nak pelajar rasa exam besar,0
@stormweather0 Kak upsr kak bukan spm bukan pt3,kak upsr kak spm pt3,0
Jadi.. exam tahun 5 ni nak dedahkan dengan format apa.. upsr da mansuh.. ðŸ˜…,jadi ujian tahun 5 nak dedahkan format upsr mansuh tersenyum muka mulut terbuka peluh sejuk,0
"Kesiannya, hm time upsr la bole jadi budak pandai hahahahhsjd https://t.co/c1VJCBeLDR",kesihm time upsr jadi budak pandai hahahhsjd,-1
@k_izzuddin Yang ingat 7subject jeðŸ˜‚ gred tak ingt dah. Upsr 2012,7ingat subjek sahaja face with tears of joy gred tak ingt upsr 2012,0
2B 2C 1D nasib baik upsr kalau spm hancurs https://t.co/JDNCeznCQv,2b 2c 1d nasib baik upsr spm hancurs,-1
Upsr taught me that Iâ€™m not stupid,upsr mengajar tidak bodoh,1
at least now iâ€™ll forever hold the record of best upsr and pt3 results among my cousins ðŸ˜†ðŸ‘ðŸ»,sekurang kurangnya menyimpan rekod hasil upsr pt3 terbaik sepupu tersenyum muka mulut terbuka menutup mata jempol warna kulit ringan,1
Maybe dia nampak aku pandai kot so kita orang kawan baik sampai form3 pastu tengah tahun form3 baru bercinta ðŸ˜‚ sekaâ€¦ https://t.co/dIxshE1gCn,nampak pandai kot jadi baik orang kawan form3 pastu tengah tahun form3 baru nta muka air mata kegembiraan seka,1
"UPSR (2006)
2A 3B 1C
S.K Bukit Damansara (S.K.B.D) https://t.co/CP8KlivjyL",upsr 2006 2a 3b 1c s bukit damansara s ok b d,0
"Dulu kan masa aku darjah 6, aku crush dekat bf aku dari darjah 5 tau pastu bf aku tu tanya lah dapat berapa A UPSR,â€¦ https://t.co/Mvm06FPrZJ",darjah 6 crush bf darjah 5 tahu pastu bf upsr,0
"@k_izzuddin @Ahm_Zafran dulu pernah dapat top 10 student utk trial upsr kt daerah.. rasa mcm hebat dah, sekali masuâ€¦ https://t.co/1sMJUBBlxJ",top 10 student untuk trial upsr kt daerah masu,1
ah yes why wasnt upsr abolished in 2016 https://t.co/JOopyO44tb,ah ya upsr tidak dimansuhkan tahun 2016,0
so um 07â€™s batches was the last gen of UPSR students meanwhile 08â€™s batches was the first gen that didnâ€™t takes UPSR . ðŸ¤¡,jadi um 07 s batches gen terakhir pelajar upsr 08 s batches gen pertama tidak mengambil wajah badut upsr,0
"Dulu darjah 3, subject science ada soalan

â€œWhat is the purpose of this experiment?â€ 

Jawapan dia, aku salin balikâ€¦ https://t.co/KbuCZwQ7Zb",darjah 3 subjek sains ada soalan tujuan eksperimen jawapan salin balik,0
why wasnâ€™t upsr abolished in,upsr tidak dihapuskan,0
"5A ðŸ˜Œ
.
Skang degree ni nk skor 1A pon payah nya mcm sial. Mana hilang tah kepandaian masa upsr tu dulu https://t.co/WDab69Na2J",5a relieved face skang degree nak skor 1a payah sial hilang tah kepandaian masa upsr,-1
Dah tetiba pulak upsr unnesecsdvevsvry test for 12 years old apo,tiba-tiba upsr unnesecsdvevsvry test for 12 years old apo,0
"5A ðŸ’…ðŸ»ðŸ’…ðŸ»ðŸ’…ðŸ»

Aku rasa motivation masa UPSR tu sebab nak dapat duit dari PIBG je. Hahahaha

Dorang janji kalau dpt 5A,â€¦ https://t.co/GfnPEqtRwE",5a nail polish light skin tone nail polish light skin tone nail polish light skin tone rasa motivation masa upsr nak duit pibg sahaja hahaha dorang janji 5a,1
@qilmbyai @L_Faizul Rasa nya semua ada masalah pelupa tang nak ingat cemana kita study dlu time upsr hahahahaha,rasa ada masalah pelutang nak ceingat belajar time upsr hahahaha,-1
Got 5As Alhamdulillah. UPSR dalam kenangan ðŸ˜­ðŸ’• https://t.co/Hz4rBZs6Xx,mendapat 5as alhamdulillah upsr kenangan kuat menangis menghadap dua hati,1
"3A2B, padahal mase trial dapat 4A. Sebab time upsr tu kena chicken pox teruk gila and i didn't studied AT ALL ye. Kâ€¦ https://t.co/y9npgOc7kJ",3a2b percubaan mase 4a masa upsr kena chicken pox teruk gila tidak belajar ya ok,-1
"UPSR Tahun 2006

Result : 4A 1B. 
B tu English. Memang susah nak skor BI sebab tak pandai BI. https://t.co/yhX3u5TtxA",upsr tahun 2006 hasil 4a 1b b bahasa inggeris susah nak skor bi tak pandai bi,-1
Dalam banyak exam upsr paling aku perform hahaha,ujian upsr berprestasi hahaha,1
"@jeongcoozi senanya aku pun taktahu apa yang dijawab masa upsr, tahu tahu result okay ðŸ˜€",senanya takapa dijawab masa upsr tahu tahu hasil okay grinning face,1
Kenapa dgn upsr? ðŸ˜… https://t.co/oM03PvxQjW,upsr muka tersenyum peluh sejuk mulut terbuka,0
@k_izzuddin Amik UPSR masa Malaysia jadi tuan rumah Sukan Komanwel. 3A 1B 1C,amik upsr masa malaysia jadi tuan rumah komanwel 3a 1b 1c,0
"1A 3B 1C, C tu Matematik dan sampai sekarang tak suka mengira. Zaman UPSR banyak main je :3 https://t.co/fGcisiZyQQ",1a 3b 1c matematik tak suka mengira zaman upsr main sahaja 3,-1
jadila dapat 4A time upsr,jadila 4a masa upsr,0
"Okay gak la babi ada UPSR. Kalau tak budak budak tu sibuk tengok tiktok, main ML, main tiktok. Ada UPSR pun dah camni. Zzz",okay gak babi ada upsr tak budak tengok tiktok main ml main tiktok ada upsr camni zzz,0
"â€œkerana upsr itu sendiri ialah peperiksaan tuah.â€
-Pengetua Awang, STIA, 2003- https://t.co/Pryh1t4IIa https://t.co/Rf2FKEFIxG",upsr peperiksaan tuah pengetua menanti stia 2003,0
@k_izzuddin Upsr tahun 92.... 3B 1C 1D,upsr tahun 92 3b 1c 1d,0
"Duduk banding banding UPSR dulu senang la apa. Dengan kadar perkembangan teknologi and internet, banyak kut sumber nak belajar. Zzzz",duduk banding upsr senang teknologi internet kut nak sumber belajar zzzzzz,0
"UPSR 2009 - 4A1B

Tak expect pun sbb banyak main ðŸ¤£ tapi masa UPSR/PMR ni je rasa bijak, masuk SPM, semua hancur ðŸ˜› https://t.co/N6gZ6SYF5i",upsr 2009 4a1b tak harap main rolling on the floor laughing masa upsr pmr sahaja rasa masuk spm hancur face with stuck out tongue,-1
"Selepas pengumuman pemansuhan UPSR, rakan-rakan aku yang bergraduasi dalam kursus pendidikan punya beban tanggungjaâ€¦ https://t.co/tIeQZx7rl1",pengumuman pemansuhan selepas rakan upsr rakan bergraduasi kursus pendidikan punya beban tanggungja,-1
Exam tahun 2009. Alhamdulillah dpt 5A UPSR masa tu walaupun before2 tu kalau exam selalu dalam nombor puluh2 dalamâ€¦ https://t.co/c97wPI5WpM,exam tahun 2009 alhamdulillah 5a upsr masa before2 exam nombor puluh2,1
Pasal UPSR pun bising. Lawak betul,pasal upsr bising lawak betul,0
upsr dimansuhkan sepenuhnya means lepasni dah takde upsr dah so sad some of kids get motivation by exam..What the pâ€¦ https://t.co/6f4hE66RcU,upsr sepenuhnya suhkan bermaksud lepasni takde upsr menyedihkan sebilangan kanak kanak mendapat motivasi peperiksaan p,0
"UPSR - 5A
UPKK - 8A( x silap lah tp straight A jugak hehe)
PMR - 8A
SPM - 4A(jadi bodoh sbb dah habis guna kuota paâ€¦ https://t.co/2IrMHubAgK",upsr 5a upkk 8a tak silap straight a jugak hehe pmr 8a spm 4a jadi bodoh guna kuota,-1
RIP UPSR https://t.co/h8JlfkKHn8,rip upsr,0
"no more istilah belajar 5 tahun for exam 5 hari
#UPSR 
#exams2021",tiada istilah belajar 5 tahun untuk peperiksaan 5 hari,0
@FarzanaAzaman @nbl_arifa @saya_cj @pedoqpop Me dlu mrsm form 1 batch 1995. Takde plak exam khas utk masuk mrsm. Deâ€¦ https://t.co/Crk23zixKg,me mrsm form 1 batch 1995 takde plak exam khas untuk masuk mrsm de,0
Takde kenangan UPSR sebab tak dapat basikal ðŸ¥² https://t.co/5c7sGAWdD7,takde upsr tak kenangan basikal,0
"dulu trial 1A je mmg cikgu pun takda la target straight, tetau upsr 5A ðŸ¤“ https://t.co/9wapp8pnWe",trial 1a sahaja mmg cikgu takda target straight tetau upsr 5a nerd face,0
Aku hadap upsr psra dan aku tak stress pun hadap dua dua tu. kohkohkohkoh https://t.co/LrX8tG5HBt,hadap upsr psra tak stress hadap dua kohkohkoh,0
My sister was dying to get a switch lite if she ace in upsr but oh well https://t.co/Xw8cHIZ7BD,kakak mendapatkan switch lite berada upsr oh baiklah,0
@ieralee Damn true... I took upsr in 2008. My schedule is very very pack.. 7am-2pm school.. Then 2-4 usually kelasâ€¦ https://t.co/bXQTa8UHR7,sial benar mengambil upsr tahun 2008 jadual padat 7 pagi 2 petang sekolah 2 untuk kelas,0
it seems like only 3 of us ever experienced upsr and I'm the only one who had ever went through pt3 among my siblinâ€¦ https://t.co/LKBUJpAYyC,Sepertinya 3 mengalami upsr satu satunya pt3 kalangan siblin,0
Kesian geng upsr tahun ni tak merasa happy bila habis last paper tu. Pastu akhir tahun boleh bawak mainan datang seâ€¦ https://t.co/qOsQLbb3Ay,kesian geng upsr tahun tak happy habis last paper pastu tahun bawak mainan datang,-1
2A3C. I ingt lg i nangis bila dapat result padahal baru upsr ðŸ˜‚ðŸ˜… https://t.co/YAdw8LX4nR,2a3c i ingt i nangis hasil padabaru upsr face with tears of joy smiling face with open mouth cold sweat,-1
"@LadyDarlingBee betul. kalau x de upsr, nk ukur dgn apa kan.",tak de upsr nak ukur,0
3a 2b. Masa tu abah konfiden aku akan dapat 5a. So sebelum upsr dah dpt pakai hp. Hari results hp kene amik balik.â€¦ https://t.co/jubEYMgTzc,3a 2b masa abah konfiden 5a jadi upsr pakai hp hasil hari hp kene amik balik,0
4A 1B UPSR 2004 SK Taman Tasik.. B matematik ðŸ˜‘ aku zaman sekolah matematik memang slow sikit.. dah masuk U baru otaâ€¦ https://t.co/Wn5WeDJEW1,4a 1b upsr 2004 sk taman tasik b matematik expressionless face zaman sekolah matematik slow sikit masuk u baru ota,0
Apesal under trending psal UPSR smua ckp psal stress??? Aku dlu xrsa ape2 ponðŸ˜‚ lgpon bila ada exam bru la ada ksedaâ€¦ https://t.co/I4dydrioAt,apesal under trending psal upsr smua ckp psal stress xrsa ape2 face with tears of joy lgpon ada exam bru ada kseda,0
"One more thing yang i rasa ialah bila tiada UPSR, budak-budak tak bersaing macam zaman dulu.I mean like bersaing unâ€¦ https://t.co/Q0GMiHWlKR",satu perkara rasa tiada upsr budak tak budak bersaing zaman maksudkan bersaing un,0
3A2B. Menyesal jugak belajar mainÂ² untuk UPSR tapi PMR aku tebus balik. https://t.co/5XdaAwh6hj,3a2b menyesal jugak belajar main2 untuk upsr pmr tebus balik,0
we smoking that dead UPSR pack baby https://t.co/JPfNj6ygxA https://t.co/sv4F4C0Rwt,merokok bayi upsr pack mati,-1
@k_izzuddin 5 A's. Upsr je boleh bagi semua A nya. Masuk pmr dgn spm semua A sampai G aku tapau ðŸ¤£,5 a s upsr sahaja a masuk pmr spm a pergi tapau rolling on the floor laughing,0
"@k_izzuddin Trial 3C 2 D, Upsr 5A MashaAllah",trial 3c 2 d upsr 5a mashaallah,0
"UPSR dimansuhkan sepenuhnya. 
PT3 dibatalkan.
SPM? i guess KPM forget tat they have students who are going to sit fâ€¦ https://t.co/diIEkqXOB3",upsr sepenuhnya suhkan pt3 spm rasa kpm lupa tat mempunyai pelajar duduk f,0
UPSR dimansuhkan. Macam mana nanti nak nilai student untuk masuk ke sekolah menengah after habis darjah 6? ðŸ˜•,upsr dimansuhkan nak nak nilai pelajar masuk sekolah menengah lepas darjah 6 muka keliru,0
and I think bila tak ada upsr murid primary school akan anggap sekolah seperti biasa dan exam seperti biasa. and muâ€¦ https://t.co/46zY2ZiDHo,rasa ada upsr murid sekolah rendah anggap ujian mu,0
"Who study for UPSR? Kita have fun blaja, kita have fun exam pastu have fun amik result. Klu perform happy la x perfâ€¦ https://t.co/GpvD0dIGsM",who study for upsr have fun blaja have fun exam pastu have fun amik result klu perform happy tak perf,1
https://t.co/bC2UgJzb32,,0
"Highlights from Defence Minister Datuk Seri @IsmailSabri60's COVID-19 media statement: 

- an EMCO will be enforcedâ€¦ https://t.co/7iAjRSJTMq",sorotan menteri pertahanan datuk seri covid 19 kenyataan media emco dikuatkuasakan,-1
"Malaysia's number of new #COVID19 cases reached over 3,000, after the Health Ministry recorded 3,142 infections todâ€¦ https://t.co/eQ3RA4ZwOI",malaysia s number of new cases reached over 3 000 after health ministry recorded 3 142 infections tod,-1
"#PetrolPrices: Here are the petrol prices effective tomorrow, April 29th until May 5th.

#RON95 remains at RM 2.05â€¦ https://t.co/ggCTmxKB1n",berikut harga petrol berkuat kuasa esok 29 April 5 kekal rm 2 05,0
Vaksin AstraZeneca akan diberi secara sukarela bermula di Kuala Lumpur dan Selangor dengan konsep siapa cepat dia dâ€¦ https://t.co/4iWA5QQzmX,vaksin astrazeneca diberi secara sukarela bermula kuala lumpur konsep selangor cepat d,1
There are mixed reactions from parents about the government's move to impose a nationwide school closure after theâ€¦ https://t.co/hofxkxxIq7,ada reaksi bercampur campur ibu bapa mengenai langkah kerajaan mengenakan penutupan sekolah negara selepas,0
"Highlights from Education Minister Dr @RadziJidin's PC:

- the PT3 examination for 2021 has been cancelled

- startâ€¦ https://t.co/tA4XtroV7t",highlights from education minister pc the pt3 examination for 2021 has cancelled start,0
Dakwaan kononnya larangan rentas daerah berkuat kuasa 5 hari sebelum &amp; selepas Aidilfitri yang sedang viral adalahâ€¦ https://t.co/u6OJ3k6BiH,dakwaan kononnya larangan rentas berkuat kuasa 5 hari amp aidilfitri viral,0
Haiqal Hanafi teruja untuk kembali jalani latihan di bawah kendalian Poad Md Kassim https://t.co/hTWFblrl4c https://t.co/O2lcirC0cu,haiqal hanafi teruja untuk kembali jalani latihan bawah kendalian poad md kassim,1
"6 penuntut matrikulasi di Perak yang viral kerana dikompaun RM1,500 ekoran tidak memakai pelitup boleh menarik nafaâ€¦ https://t.co/YlP64FrM3w",6 penuntut matrikulasi perak viral dikompaun rm1 500 tidak pelitup menarik nafa,0
"Sementara itu, peniaga terlibat memaklumkan, sejumlah individu termasuk selebriti menawarkan bantuan untuk membayarâ€¦ https://t.co/bJEx8dIOg1",peniaga terlibat sejumlah individu termasuk selebriti menawarkan bantuan untuk membayar,1
"KKM akan nilai semula kes peniaga burger di Kelantan yang dikompaun RM50,000 kerana berniaga melebihi waktu ditetapâ€¦ https://t.co/hMwxUtPNMh",kkm nilai kes peniaga burger kelantan dikompaun 50 000 berniaga melebihi ditetap waktu,0
Chelsea have posted a 1-all draw at Real Madrid in the first leg of their #UefaChampionsLeague semi finalâ€¦ https://t.co/jASi2nQN7q,chelsea mencatatkan seri 1 madrid sebenar perlawanan pertama separuh akhir,1
"Hereâ€™s the latest update on #COVID19 red zones in Malaysia as of yesterday, April 27. https://t.co/7O5ZZNvFNA",kemas terkini mengenai zon merah malaysia setakat semalam 27 April,0
"Starting this Thursday, Sabah will no longer be under a Recovery Movement Control Order. 

https://t.co/fQiGuCDQRX",bermula hari Kamis sabah tidak berada bawah perintah kawalan pergerakan pemulihan,1
"#NewsWrapUp: Here's a quick recap of our top stories from this evening
https://t.co/uJrUwwl8Fc https://t.co/EacSp9mvFK",berikut rangkuman cepat cerita teratas mulai petang,0
Status terkini Perintah Kawalan Pergerakan di Malaysia. https://t.co/CYDy5Ejkub,status terkini perintah kawalan pergerakan malaysia,0
"#terkini:  Jumlah kes COVID-19 yang dilaporkan adalah 2,733 kes .

Kes tertinggi direkodkan di Selangor 750, diikutâ€¦ https://t.co/LNKfafYF3i",Jumlah kes covid 19 dilaporkan 2 733 kes tertinggi direkodkan selangor 750 diikut,-1
"- Pengekalan status PKP, PKPB dan PKPP ini bekuatkuasa 29 April hingga 17 Mei kecuali Sarawak dari 27 April hinggaâ€¦ https://t.co/i2D9emUGHY",pengekalan status pkp pkpb pkpp bekuat 29 april 17 mei sarawak 27 april,0
"- Sabah bertukar status daripada PKPP kepada PKPB.

- Perlis, Kedah, Perak, Melaka, Negeri Sembilan, Pahang, Terengâ€¦ https://t.co/wvAKTIFZMb",sabah status pkpp pkpb perlis kedah melaka perak negeri sembilan pahang tereng,0
"Intipati sidang media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan PKP.

- Semuâ€¦ https://t.co/0gG0GQx0x2",intipati sidang media menteri keselamatan datuk seri ismail sabri yaakob pelaksanaan pkp semu,0
